"stableDegree";"stablePartners";"K-Core";"TentativeSIC";"acronym";"activityType";"barPower";"betwCentrality";"birthDate";"call";"city";"commDate";"country";"ecContribution";"ecMaxContribution";"endDate";"endOfParticipation";"fundingScheme";"intimacy";"manager";"moneyTogether";"myMoney";"name";"numPartners";"numProjects";"objective";"orgId";"organizationUrl";"postCode";"programme";"projectNode";"projectUrl";"projectsTogether";"rcn";"relationshipValue";"role";"shortName";"startDate";"status";"street";"topics";"totMoney";"totalCost";"wBarPower";"weightedBarPower"
12;6;0;;;"PRC";0;510.568;0;;"TORINO";0;"IT";0;0;;false;;0;false;0;0;"DIAD GROUP SRL";35;3;;"990670022";;;;false;;0;;0;;"DIG";;;"VIA NICOLA FABRIZI 136";;1.04375e+06;0;0;-0.00842836
6;3;0;;;"PRC";0;0;0;;"SAN MAURO TORINESE";0;"IT";0;0;;false;;0;false;0;0;"FIDIA SPA";20;2;;"999475391";;;;false;;0;;0;;"FIDIA SPA";;;"Corso Lombardia 11";;746625;0;0;-0.0026158
6;3;0;;;"PRC";0;0;0;;"SHEFFIELD";0;"UK";0;0;;false;;0;false;0;0;"ADVANCED MANUFACTURING (SHEFFIELD)LIMITED";27;2;;"999802572";;;;false;;0;;0;;"AML";;;"CLUB MILL ROAD";;637319;0;0;-0.016248
6;3;0;;;"PRC";0;0;0;;"LONGJUMEAU";0;"FR";0;0;;false;;0;false;0;0;"HORIBA JOBIN YVON S.A.S.";169;4;;"999940312";;;;false;;0;;0;;"HORIBAJY";;;"Rue du Canal 16-18";;1.49686e+06;0;0;-0.0060152
20;10;0;;;"HES";0;0;0;;"DIJON CEDEX";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE DIJON BOURGOGNE";44;6;;"999839820";;;;false;;0;;0;;"UB";;;"ESPLANADE ERASME MAISON DE L UNIVERSITE";;1.45104e+06;0;0;-0.00158138
20;10;0;;;"HES";0;0;0;;"Toulouse";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE FEDERALE DE TOULOUSE MIDI-PYRENEES";12;2;;"951301214";;;;false;;0;;0;;"UFT";;;"rue des lois 15";;0;0;0;-0.0833333
20;10;0;;;"OTH";0;0;0;;"Limoges";0;"FR";0;0;;false;;0;false;0;0;"FONDATION PARTENARIALE DE LUNIVERSITE DE LIMOGES";12;2;;"947361268";;;;false;;0;;0;;"FPL";;;"RUE FRANCOIS MITTERAND 33";;50400;0;0;-0.0232611
20;10;0;;;"PRC";0;0;0;;"BREST";0;"FR";0;0;;false;;0;false;0;0;"BREST'AIM SA";12;2;;"999964368";;;;false;;0;;0;;"BRE";;;"Rue Dupleix 3";;70000;0;0;0.000100319
20;10;0;;;"OTH";0;0;0;;"Angers";0;"FR";0;0;;false;;0;false;0;0;"Centre de Culture Scientifique et Technique d'Angers Terre des Sciences Association";12;2;;"986356141";;;;false;;0;;0;;"TdS";;;"Boulevard Beaussier  29";;54000;0;0;-0.0189702
20;10;0;;;"HES";0;0;0;;"TOULOUSE";0;"FR";0;0;;false;;0;false;0;0;"COMMUNAUTE D'UNIVERSITE ET D'ETABLISSEMENTS UNIVERSITE FEDERALE DE TOULOUSE MIDI-PYRENEES";12;2;;"917365958";;;;false;;0;;0;;"UFT";;;"41 ALL JULES GUESDE";;48000;0;0;-0.0261217
20;10;0;;;"HES";0;0;0;;"LE MANS";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE DU MAINE";22;3;;"998258041";;;;false;;0;;0;;"UM";;;"AVENUE OLIVIER MESSIAEN";;398500;0;0;0.0749482
20;10;0;;;"PRC";0;0;0;;"BORDEAUX";0;"FR";0;0;;false;;0;false;0;0;"ASSOCIATION CAP SCIENCES-CENTRE DE CULTURE SCIENTIFIQUE TECHNIQUE ET INDUSTRIELLE BORDEAUX-AQUITAINE";12;2;;"999966017";;;;false;;0;;0;;"CPS";;;"QUAI DE BACALAN HANGAR 20";;53000;0;0;-0.0201621
20;10;0;;;"HES";0;0;0;;"Lyon";0;"FR";0;0;;false;;0;false;0;0;"COMUNAUTE D'UNIVERSITES ET ETABLISSEMENTS UNIVERSITE DE LYON";46;4;;"998097312";;;;false;;0;;0;;"UNIV DE LYON";;;"92 rue du Pasteur";;282525;0;0;-0.0120602
20;10;0;;;"OTH";0;0;0;;"PARIS";0;"FR";0;0;;false;;0;false;0;0;"ASSOCIATION TRACES THEORIES ET REFLEXIONS SUR L APPRENDRE LA COMMUNICATION ET L EDUCATION SCIENTIFIQUES";22;3;;"986579144";;;;false;;0;;0;;"TRA";;;"RUE DES BALKANS 23";;183315;0;0;-0.0240351
4;2;0;;;"PRC";0;0;0;;"NIS";0;"RS";0;0;;false;;0;false;0;0;"PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO";54;4;;"965052225";;;;false;;0;;0;;"NISSA";;;"CARA DUSANA 58 OFFICE 303";;1.47681e+06;0;0;-0.00325122
2;1;0;;;"OTH";0;0;0;;"BUCURESTI";0;"RO";0;0;;false;;0;false;0;0;"ASOCIATIA INVENIO";3;2;;"951546236";;;;false;;0;;0;;"AINV";;;"CALEA CRANGASI 52 BL 5 ICEM SC 3 AP 73 SECTOR 6";;102500;0;0;-0.00774336
2;1;0;;;"PRC";0;0;0;;"BUCHAREST";0;"RO";0;0;;false;;0;false;0;0;"TARGET ACTIVE TRAINING";3;2;;"999737679";;;;false;;0;;0;;"TAT";;;"SOS GIURGIULUI 129";;156950;0;0;0.193031
10;5;0;;;"PUB";0;0;0;;"PARIS 8";0;"FR";0;0;;false;;0;false;0;0;"ASSEMBLEE PERMANENTE DES CHAMBRES D'AGRICULTURE";35;2;;"950658977";;;;false;;0;;0;;"APCA";;;"AVENUE GEORGE V 9";;293750;0;0;-0.004787
2;1;0;;;"REC";0;0;0;;"GDANSK";0;"PL";0;0;;false;;0;false;0;0;"INSTYTUT MASZYN PRZEPLYWOWYCH IM ROBERTA SZEWALSKIEGO POLSKIEJ AKADEMII NAUK - IMP PAN";23;3;;"999489650";;;;false;;0;;0;;"IMP-PAN";;;"UL. FISZERA 14";;1.02689e+06;0;0;0.00261372
8;4;0;;;"PRC";0;0;0;;"Sofia";0;"BG";0;0;;false;;0;false;0;0;"TSENTAR ZA GRADSKA MOBILNOST EAD";25;2;;"950870728";;;;false;;0;;0;;"SUMC";;;"Kniaginia Maria Luiza Blvd.   84";;127379;0;0;-0.0482725
8;4;0;;;"PRC";0;0;0;;"BUDAPEST";0;"HU";0;0;;false;;0;false;0;0;"BKK BUDAPESTI KOZLEKEDESI KOZPONT ZARTKORUEN MUKODO RESZVENYTARSASAG";25;2;;"965804460";;;;false;;0;;0;;"BKK";;;"RUMBACH SEBESTYEN UTCA 19-21";;219063;0;0;-0.0364904
4;2;0;;;"PRC";0;0;0;;"KARLSRUHE";0;"DE";0;0;;false;;0;false;0;0;"PTV PLANUNG TRANSPORT VERKEHR AG.";91;3;;"999924889";;;;false;;0;;0;;"PTV";;;"HAID UND NEU STRASSE 15";;2.1732e+06;0;0;0.0329649
2;1;0;;;"PUB";0;0;0;;"MUENCHEN";0;"DE";0;0;;false;;0;false;0;0;"LANDESHAUPTSTADT MUENCHEN";71;3;;"997625601";;;;false;;0;;0;;"LHM";;;"BURGSTRASSE 4";;6.92202e+06;0;0;0.114482
2;1;0;;;"PRC";0;0;0;;"VERONA";0;"IT";0;0;;false;;0;false;0;0;"PERSONAL GENOMICS SRL";33;3;;"957622316";;;;false;;0;;0;;"PG";;;"STRADA LE GRAZIE 15";;1.2435e+06;0;0;-0.00974539
10;5;0;;;"REC";0;198.666;0;;"OEIRAS";0;"PT";0;0;;false;;0;false;0;0;"INSTITUTO DE BIOLOGIA EXPERIMENTAL E TECNOLOGICA";130;6;;"999789865";;;;false;;0;;0;;"IBET";;;"Av. da Republica, Quinta do Marques S/N";;3.04775e+06;0;0;0.0045594
10;5;0;;;"REC";0;0;0;;"ATHINA";0;"EL";0;0;;false;;0;false;0;0;"IDRIMA MEIZONOS ELLINISMOU";5;2;;"985742422";;;;false;;0;;0;;"FHW";;;"POULOPOULOU 38";;18560;0;0;-0.108667
10;5;0;;;"OTH";0;0;0;;"ATHINA";0;"EL";0;0;;false;;0;false;0;0;"SCIENCE ON SOCIETY - SCICO";5;2;;"951384246";;;;false;;0;;0;;"SciCo";;;"PONTOIRAKLEIAS 20";;34720;0;0;-0.0581667
16;8;0;;;"REC";0;3340.06;0;;"Stockholm";0;"SE";0;0;;false;;0;false;0;0;"CBI Betonginstitutet AB";52;4;;"997242063";;;;false;;0;;0;;"CBI";;;"Drottning Kristinas väg   26";;1.75456e+06;0;0;0.0240767
2;1;0;;;"REC";0;0;0;;"BRINDISI";0;"IT";0;0;;false;;0;false;0;0;"CENTRO DI PROGETTAZIONE, DESIGN & TECNOLOGIE DEI MATERIALI";19;2;;"999500223";;;;false;;0;;0;;"CETMA";;;"STRADA STATALE 7 PER MESAGNE KM 7.3";;542500;0;0;0.0225735
40;20;0;;;"REC";0;30.2301;0;;"FARO";0;"PT";0;0;;false;;0;false;0;0;"CENTRO DE CIENCIAS DO MAR DO ALGARVE";99;7;;"998611994";;;;false;;0;;0;;"CCMAR";;;"UNIVERSIDADE DO ALGARVE";;1.30301e+06;0;0;-0.0125644
66;33;0;;;"REC";0;2570.15;0;;"HAIFA";0;"IL";0;0;;false;;0;false;0;0;"ISRAEL OCEANOGRAPHIC AND LIMNOLOGICAL RESEARCH LIMITED";107;5;;"999657654";;;;false;;0;;0;;"IOLR";;;"TEL SHIKMONA";;387019;0;0;-0.0154655
52;26;0;;;"REC";0;41.5139;0;;"RAMONVILLE SAINT AGNE";0;"FR";0;0;;false;;0;false;0;0;"MERCATOR OCEAN";119;3;;"974300496";;;;false;;0;;0;;"MERCATOR";;;"RUE HERMES 8-10 PARC TECHNOLOGIQUE DU CANAL";;1.78051e+06;0;0;0.0331265
46;23;0;;;"REC";0;0;0;;"CONSTANTA";0;"RO";0;0;;false;;0;false;0;0;"INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE MARINA GRIGORE ANTIPA";83;2;;"998572903";;;;false;;0;;0;;"INCDM- NIMRD";;;"MAMAIA BLVD. 300";;48860.8;0;0;-0.0153853
32;16;0;;;"PRC";0;0.10395;0;;"SOPHIA-ANTIPOLIS CEDEX";0;"FR";0;0;;false;;0;false;0;0;"ACRI-ST SAS";103;3;;"999641940";;;;false;;0;;0;;"ACRI-ST";;;"ROUTE DU PIN MONTARD 260";;422063;0;0;-0.0117341
52;26;0;;;"REC";0;11.4233;0;;"LJUBLJANA";0;"SI";0;0;;false;;0;false;0;0;"NACIONALNI INSTITUT ZA BIOLOGIJO";127;5;;"999650476";;;;false;;0;;0;;"NIB";;;"VECNA POT  111";;335010;0;0;-0.0187908
16;8;0;;;"REC";0;0;0;;"St. Petersburg";0;"RU";0;0;;false;;0;false;0;0;"Scientific foundation Nansen International Environmental and Remote Sensing Centre";82;2;;"998049685";;;;false;;0;;0;;"NIERSC";;;"14th Line Street  7A";;6742.99;0;0;-0.0234362
4;2;0;;;"REC";0;0;0;;"GDANSK";0;"PL";0;0;;false;;0;false;0;0;"INSTYTUT MORSKI W GDANSKU";59;2;;"997394450";;;;false;;0;;0;;"MIG";;;"Ul. Dlugi Targ 41/42";;165564;0;0;-0.0182726
20;10;0;;;"PUB";0;0;0;;"HAIFA";0;"IL";0;0;;false;;0;false;0;0;"ISRAEL NATIONAL MUSEUM OF SCIENCE, TECHNOLOGY AND SPACE DANIEL AND MATILDE RECANATI CENTER";14;2;;"999535143";;;;false;;0;;0;;"MADATECH";;;"SHMARYAHU LEVIN ST 25 BALFOUR ST 12 THE HISTORIC TECHNION CAMPUS";;95378;0;0;0.0815824
20;10;0;;;"PRC";0;0;0;;"KIRYAT SHEMONA";0;"IL";0;0;;false;;0;false;0;0;"MIGAL GALILEE RESEARCH INSTITUTE LTD";37;3;;"999738358";;;;false;;0;;0;;"MIGAL";;;"SOUTH INDUSTRIAL ZONE";;317502;0;0;-0.00616543
20;10;0;;;"HES";0;0;0;;"JERUSALEM";0;"IL";0;0;;false;;0;false;0;0;"Bloomfield Science Museum Jerusalem (BSMJ)";129;4;;"999925568";;;;false;;0;;0;;"BSMJ";;;"Hebrew University, Givat Ram";;340710;0;0;-0.00729726
20;10;0;;;"HES";0;0;0;;"BEER-SHEVA";0;"IL";0;0;;false;;0;false;0;0;"SAMI SHAMOON COLLEGE OF ENGINEERING (R.A.) FRIENDLY SOCIETY";14;2;;"986104329";;;;false;;0;;0;;"SCE";;;"BASEL / BIALIK STREETS 71";;41211;0;0;-0.00869595
16;8;0;;;"PRC";0;0;0;;"BOLOGNA BO";0;"IT";0;0;;false;;0;false;0;0;"CNC CENTRO NUOVA COMUNICAZIONE SRL";32;2;;"972293857";;;;false;;0;;0;;"CNC";;;"VIA ALESSANDRINI 17";;123188;0;0;-0.0330965
20;10;0;;;"PRC";0;2.6328;0;;"OLOMOUC";0;"CZ";0;0;;false;;0;false;0;0;"OLTIS GROUP AS";43;4;;"972162131";;;;false;;0;;0;;"OLT";;;"DR MILADY HORAKOVE 1200/27A";;949812;0;0;0.00915511
6;3;0;;;"PRC";0;0;0;;"ROMA";0;"IT";0;0;;false;;0;false;0;0;"SELEX ES SPA";170;2;;"951262220";;;;false;;0;;0;;"SES";;;"PIAZZA MONTE GRAPPA 4";;794859;0;0;-0.00261381
4;2;0;;;"PRC";0;3136;0;;"MUENSTER";0;"DE";0;0;;false;;0;false;0;0;"EUROPEAN RESEARCH SERVICES GMBH";49;6;;"998054050";;;;false;;0;;0;;"ERS";;;"ROENTGENSTRASSE 19";;764213;0;0;-0.0866575
2;1;0;;;"REC";0;0;0;;"SASSARI";0;"IT";0;0;;false;;0;false;0;0;"AGRIS SARDEGNA - AGENZIA PER LA RICERCA IN AGRICOLTURA";31;2;;"997594173";;;;false;;0;;0;;"AGRIS";;;"LOCALITA BONASSAI SS 291 KM 18 6";;228509;0;0;-0.0238683
4;2;0;;;"REC";0;0;0;;"PARMA";0;"IT";0;0;;false;;0;false;0;0;"STAZIONE SPERIMENTALE PER L'INDUSTRIA DELLE CONSERVE ALIMENTARI";50;2;;"968496113";;;;false;;0;;0;;"SSICA";;;"VIALE FAUSTINO TANARA 31/A";;888355;0;0;0.0202776
8;4;0;;;"REC";0;0;0;;"CASTELLDEFELS";0;"ES";0;0;;false;;0;false;0;0;"CENTRE DE RECERCA EN ECONOMIA I DESENVOLUPAMENT AGROALIMENTARI-UPC-IRTA";73;3;;"986340815";;;;false;;0;;0;;"CREDA";;;"PARC MEDITERRANI DE LA TECNOLOGIA EDIFICI ESAB C/ESTEVE TERRRADES 8";;686358;0;0;-0.00205252
14;7;0;;;"PRC";0;75.0034;0;;"MUNCHEN";0;"DE";0;0;;false;;0;false;0;0;"MTU AERO ENGINES AG";39;4;;"950259822";;;;false;;0;;0;;"MTU";;;"DACHAUER STRASSE 665";;1.01182e+06;0;0;-0.0270272
2;1;0;;;"REC";0;0;0;;"L'HOSPITALET DEL LLOBREGAT";0;"ES";0;0;;false;;0;false;0;0;"INSTITUT CATALA D'ONCOLOGIA";36;5;;"998420031";;;;false;;0;;0;;"ICO";;;"AV GRAN VIA DE L'HOSPITALET 199-203";;1.85812e+06;0;0;0.00561209
4;2;0;;;"HES";0;0;0;;"CASERTA";0;"IT";0;0;;false;;0;false;0;0;"UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI";25;6;;"999848356";;;;false;;0;;0;;"UNINA2";;;"VIALE ABRAMO LINCOLN 5";;2.07074e+06;0;0;-0.0279853
20;10;0;;;"PRC";0;59.466;0;;"BRUSSELS";0;"BE";0;0;;false;;0;false;0;0;"TOYOTA MOTOR EUROPE";111;6;;"996327644";;;;false;;0;;0;;"TME";;;"Bourgetlaan - Avenue du Bourget 60";;1.75082e+06;0;0;-0.0190573
6;3;0;;;"PRC";0;0;0;;"INGOLSTADT";0;"DE";0;0;;false;;0;false;0;0;"AUDI AKTIENGESELLSCHAFT";62;3;;"999644171";;;;false;;0;;0;;"AUDI";;;"-";;885897;0;0;-0.0272129
6;3;0;;;"OTH";0;0;0;;"BRATISLAVA";0;"SK";0;0;;false;;0;false;0;0;"SLOVENSKA ORGANIZACIA PRE VYSKUMNEA VYVOJOVE AKTIVITY ZDRUZENIE";3;2;;"999934686";;;;false;;0;;0;;"SOVVA";;;"STEFANIKOVA 19";;280000;0;0;0.452988
6;3;0;;;"PRC";0;0;0;;"BRATISLAVA";0;"SK";0;0;;false;;0;false;0;0;"I-EUROPA SRO";3;2;;"999920815";;;;false;;0;;0;;"I-EUROPA SRO";;;"STEFANIKOVA 19";;17800;0;0;-0.20531
6;3;0;;;"HES";0;0.0991971;0;;"BERGEN";0;"NO";0;0;;false;;0;false;0;0;"HELSE BERGEN HF*HAUKELAND UNIVERSITY HOSPITAL";45;4;;"983562444";;;;false;;0;;0;;"HBE";;;"JONAS LIES VEI 65";;687043;0;0;-0.0454974
4;2;0;;;"PRC";0;0;0;;"LINCOLN";0;"UK";0;0;;false;;0;false;0;0;"EURAM LIMITED";32;3;;"997799619";;;;false;;0;;0;;"EURAM";;;"LUCY TOWER STREET TOWER HOUSE";;870250;0;0;-0.0382953
4;2;0;;;"HES";0;0;0;;"OAKLAND CA";0;"US";0;0;;false;;0;false;0;0;"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA";101;6;;"999467340";;;;false;;0;;0;;"UoC";;;"FRANKLIN STREET 1111, 12 FLOOR";;2.25606e+06;0;0;-0.0442479
6;3;0;;;"HES";0;0;0;;"ROSTOCK";0;"DE";0;0;;false;;0;false;0;0;"UNIVERSITATSMEDIZIN ROSTOCK";64;6;;"954598244";;;;false;;0;;0;;"UMR";;;"SCHILLINGALLEE 35";;1.55868e+06;0;0;-0.028943
8;4;0;;;"HES";0;0;0;;"BEIJING";0;"CN";0;0;;false;;0;false;0;0;"TSINGHUA UNIVERSITY";42;3;;"999855631";;;;false;;0;;0;;"TSINGHUA UNIVERSITY";;;"QING HUA YUAN";;225414;0;0;-0.046307
24;12;0;;;"OTH";0;0;0;;"HALIFAX NOVA SCOTIA";0;"CA";0;0;;false;;0;false;0;0;"MEOPAR INCORPORATED";85;2;;"947660901";;;;false;;0;;0;;"MEOPAR";;;"1355 OXFORD STREET SUITE 2-41";;0;0;0;-0.0190368
28;14;0;;;"REC";0;1.80914;0;;"BERLIN";0;"DE";0;0;;false;;0;false;0;0;"KONSORTIUM DEUTSCHE MEERESFORSCHUNG e.V.";93;3;;"999921300";;;;false;;0;;0;;"KDM";;;"Markgrafenstrasse  37";;353312;0;0;-0.012085
44;22;0;;;"HES";0;21.2745;0;;"WOODS HOLE";0;"US";0;0;;false;;0;false;0;0;"WOODS HOLE OCEANOGRAPHIC INSTITUTION";111;3;;"998794063";;;;false;;0;;0;;"WHOI";;;"WOODS HOLE ROAD 573";;0;0;0;-0.0213808
48;24;0;;;"REC";0;14.9868;0;;"SOPOT";0;"PL";0;0;;false;;0;false;0;0;"INSTYTUT OCEANOLOGII POLSKIEJ AKADEMII NAUK";122;3;;"999488971";;;;false;;0;;0;;"IO PAN";;;"UL. POWSTANCOW WARSZAWY 55";;1.3713e+06;0;0;0.00983311
24;12;0;;;"PUB";0;0;0;;"TORSHAVN";0;"FO";0;0;;false;;0;false;0;0;"HAVSTOVAN";85;2;;"999823427";;;;false;;0;;0;;"HAV";;;"NOATUN 1";;422025;0;0;-0.00404633
2;1;0;;;"REC";0;0;0;;"BESANCON CEDEX";0;"FR";0;0;;false;;0;false;0;0;"CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE BESANCON";36;2;;"964198431";;;;false;;0;;0;;"UHB";;;"PLACE SAINT JACQUES 2";;376009;0;0;-0.0320743
4;2;0;;;"REC";0;0;0;;"AARHUS";0;"DK";0;0;;false;;0;false;0;0;"AARHUS UNIVERSITETSHOSPITAL";16;2;;"999643880";;;;false;;0;;0;;"AUH";;;"NORREBROGADE  44";;718604;0;0;-0.0276646
8;4;0;;;"PRC";0;0;0;;"TORINO";0;"IT";0;0;;false;;0;false;0;0;"CREATIVA IMPRESA DI COMUNICAZIONE SRL";6;2;;"998476485";;;;false;;0;;0;;"CREATIVA S";;;"VIA TIZIANO  8";;48000;0;0;-0.0342529
8;4;0;;;"OTH";0;0;0;;"TORINO";0;"IT";0;0;;false;;0;false;0;0;"CENTROSCIENZA ONLUS ASSOCIAZIONE";6;2;;"999927508";;;;false;;0;;0;;"CENTROSCIENZA";;;"VIA ACCADEMIA DELLE SCIENZE 6";;97000;0;0;0.10092
10;5;0;;;"HES";0;0;0;;"POZNAN";0;"PL";0;0;;false;;0;false;0;0;"AKADEMIA WYCHOWANIA FIZYCZNEGO IM EUGENIUSZA PIASECKIEGO";5;2;;"998821805";;;;false;;0;;0;;"AWF poznan";;;"UL. KROLOWEJ JADWIGI 27-39";;17807.5;0;0;-0.099752
10;5;0;;;"HES";0;0;0;;"POZNAN";0;"PL";0;0;;false;;0;false;0;0;"UNIWERSYTET PRZYRODNICZY W POZNANIU*";24;3;;"999880463";;;;false;;0;;0;;"PULS";;;"ULICA WOJSKA POLSKIEGO 28";;134265;0;0;-0.00445196
2;1;0;;;"PRC";0;0;0;;"MOSTA";0;"MT";0;0;;false;;0;false;0;0;"AQUABIOTECH LIMITED";31;3;;"996843393";;;;false;;0;;0;;"ABT";;;"Naggar Street Central Complex";;1.04e+06;0;0;0.00682674
14;7;0;;;"PRC";0;63.5022;0;;"OOSTENDE";0;"BE";0;0;;false;;0;false;0;0;"ECOAST";31;4;;"971378274";;;;false;;0;;0;;"ECOAST";;;"ESPLANADE 1";;564084;0;0;-0.0300122
2;1;0;;;"PRC";0;0;0;;"DUBLIN";0;"IE";0;0;;false;;0;false;0;0;"FUTURE ANALYTICS CONSULTING LIMITED";29;3;;"973147457";;;;false;;0;;0;;"FUTANALCONSULT";;;"FITZWILLIAM SQUARE 23";;662890;0;0;0.00208875
14;7;0;;;"PRC";0;6793.8;0;;"LISBOA";0;"PT";0;0;;false;;0;false;0;0;"EDP DISTRIBUICAO ENERGIA SA";84;5;;"998939854";;;;false;;0;;0;;"EDP DISTR";;;"RUA CAMILO CASTELO BRANCO  43";;4.93991e+06;0;0;0.0347588
4;2;0;;;"PRC";0;0;0;;"MASSY";0;"FR";0;0;;false;;0;false;0;0;"CGG SERVICES SA";14;2;;"999662019";;;;false;;0;;0;;"CGG";;;"27 AVENUE CARNOT";;117750;0;0;-0.099285
2;1;0;;;"PRC";0;0;0;;"MADRID";0;"ES";0;0;;false;;0;false;0;0;"EVERIS SPAIN SL";36;4;;"999938081";;;;false;;0;;0;;"EVERIS SPAIN SL";;;"AVENIDA MANOTERAS 52";;1.86122e+06;0;0;0.0440914
2;1;0;;;"PRC";0;0;0;;"Cagliari";0;"IT";0;0;;false;;0;false;0;0;"YOUR DATA SRL";24;2;;"941301581";;;;false;;0;;0;;"YOUR DATA SRL";;;"Via Barbusi n.9 pt";;438988;0;0;-0.0167683
2;1;0;;;"PRC";0;0;0;;"ORSAY";0;"FR";0;0;;false;;0;false;0;0;"VOCAPIA RESEARCH";24;2;;"951433037";;;;false;;0;;0;;"VOC";;;"28 RUE JEAN ROSTAND PARC ORSAY UNIVERSITE";;706778;0;0;0.00293385
2;1;0;;;"PRC";0;0;0;;"ROTTERDAM";0;"NL";0;0;;false;;0;false;0;0;"ALMENDE B.V.";45;4;;"999697715";;;;false;;0;;0;;"ALM";;;"STATIONSPLEIN 45 UNIT A1.205-207";;2.14406e+06;0;0;0.00323068
8;4;0;;;"PRC";0;0;0;;"VALBY";0;"DK";0;0;;false;;0;false;0;0;"H. LUNDBECK AS";46;5;;"999913249";;;;false;;0;;0;;"H. LUNDBECK AS";;;"OTTILIAVEJ 7-9";;993996;0;0;-0.0488572
2;1;0;;;"PUB";0;0;0;;"Brno - Medlanky";0;"CZ";0;0;;false;;0;false;0;0;"JIC, ZAJMOVE SDRUZENI PRAVNICKCH OSOB";8;3;;"999780262";;;;false;;0;;0;;"JIC";;;"Purkynova 649/127";;244315;0;0;0.336
4;2;0;;;"PRC";0;0;0;;"BEOGRAD ZEMUN";0;"RS";0;0;;false;;0;false;0;0;"BITGEAR WIRELESS DESIGN SERVICES DOO";23;2;;"990455846";;;;false;;0;;0;;"BGW DOO";;;"UL STEVANA MARKOVICA 8";;361979;0;0;-0.00521995
4;2;0;;;"PRC";0;0;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"ALPHA CONSULTANTS (UK) LTD";28;3;;"950979950";;;;false;;0;;0;;"ALPHA UK";;;"27 OLD GLOUCESTER STREET";;592091;0;0;0.00574509
6;3;0;;;"HES";0;3.90989;0;;"MADRID";0;"ES";0;0;;false;;0;false;0;0;"UNIVERSIDAD PONTIFICIA COMILLAS";50;4;;"999907817";;;;false;;0;;0;;"COMILLAS";;;"CALLE ALBERTO AGUILERA 23";;1.70405e+06;0;0;-0.00721275
2;1;0;;;"OTH";0;0;0;;"HEMEL HEMPSTEAD";0;"UK";0;0;;false;;0;false;0;0;"EUROPEAN COPPER INSTITUTE";21;2;;"941614018";;;;false;;0;;0;;"ECI";;;"Grovelands Business Centre 5 - Boundary Way";;290099;0;0;-0.0121947
2;1;0;;;"OTH";0;0;0;;"Roma";0;"IT";0;0;;false;;0;false;0;0;"TTS Italia";43;3;;"996031309";;;;false;;0;;0;;"TTS Italia";;;"Via Flaminia  388";;470937;0;0;-0.0133361
2;1;0;;;"PRC";0;0;0;;"MADRID";0;"ES";0;0;;false;;0;false;0;0;"BRAVOSOLUTION ESPANA SA";10;2;;"947074827";;;;false;;0;;0;;"BRAVOSOLUTION";;;"AV MANOTERAS EDIF ESINDUS 42";;361247;0;0;-0.0239879
8;4;0;;;"OTH";0;0;0;;"DORDRECHT";0;"NL";0;0;;false;;0;false;0;0;"STICHTING PROSAFE (THE PRODUCT SAFETY ENFORCEMENT FORUM OF EUROPE)";24;2;;"949831858";;;;false;;0;;0;;"PROSAFE";;;"NIEUWEWEG 56";;2.69272e+06;0;0;0.551702
8;4;0;;;"PUB";0;0;0;;"SOFIA";0;"BG";0;0;;false;;0;false;0;0;"COMMISSION FOR CONSUMER PROTECTION";24;2;;"946971231";;;;false;;0;;0;;"CCP";;;"4A SLAVEYKOV SQ";;56805;0;0;-0.0536217
8;4;0;;;"PUB";0;0;0;;"WARSZAWA";0;"PL";0;0;;false;;0;false;0;0;"URZAD OCHRONY KONKURENCJI I KONSUMENTOW";24;2;;"949814883";;;;false;;0;;0;;"UOKiK";;;"PLAC POWSTANCOW WARSZAWY 1";;66303.8;0;0;-0.0514403
8;4;0;;;"PUB";0;0;0;;"VILNIUS";0;"LT";0;0;;false;;0;false;0;0;"VALSTYBINE VARTOTOJU TEISIU APSAUGOS TARNYBA VI";24;2;;"936304238";;;;false;;0;;0;;"SNFPI";;;"VILNIAUS STR 25";;64185;0;0;-0.0519269
20;10;0;;;"PRC";0;0;0;;"ANKARA";0;"TR";0;0;;false;;0;false;0;0;"TURKIYE CUMHURIYETI DEVLET DEMIR YOLLARI ISLETMESI GENEL MUDURLUGU";47;3;;"994918040";;;;false;;0;;0;;"TCDD";;;"TALATPASA BULVARI 5 GAR ALTINDAG";;215942;0;0;-0.0416204
4;2;0;;;"PRC";0;0;0;;"ZARAGOZA";0;"ES";0;0;;false;;0;false;0;0;"SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA SL";21;2;;"991209827";;;;false;;0;;0;;"ZAVI";;;"CALLE SAN PABLO 61";;572425;0;0;-0.0112799
